No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,"Associations ",Redshift-independent Distances,Classifications,Images,Spectra
961,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J074157.15+164930.6</a>",115.488144,16.825191,G,,,,1,,17,2,,4,,,,,
962,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J102228.70+363355.0</a>",155.619562,36.565167,G,,,,1,,33,4,,4,,,,,
963,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J120845.96+410719.4</a>",182.191482,41.121889,G,,,,1,,33,4,,4,,,,,
964,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121505.51+411741.0</a>",183.773182,41.295048,G,,,,1,,33,4,,4,,,,,
965,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J121510.12+411438.2</a>",183.792194,41.243968,G,,,,1,,21,3,,4,,,,,
966,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J090840.27+305324.2</a>",137.167974,30.889803,*,,,,1,,23,4,,4,,,,,
967,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121346.36+424644.8</a>",183.443290,42.779084,G,,,,1,,33,4,,4,,,,,
968,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121347.05+424537.6</a>",183.445814,42.760540,G,,,,1,,33,4,,4,,,,,
969,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J112159.91+424807.0</a>",170.499814,42.802109,G,,,,1,,33,4,,4,,,,,
970,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J160435.31+263750.4</a>",241.147170,26.630730,G,,,,1,,33,4,,4,,,,,
971,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J094144.10+370721.6</a>",145.433911,37.122793,G,,,,1,,33,4,,4,,,,,
972,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J094152.69+370547.7</a>",145.469557,37.096598,*,,,,1,,11,3,,4,,,,,
973,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104619.70+430205.3</a>",161.582119,43.034812,G,17387.962564,0.058000,PUN,3,,33,5,1,4,,,,,
974,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J155441.06+300805.4</a>",238.671018,30.135010,G,,,,2,,33,4,,4,,,,,
975,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J100816.95+425647.0</a>",152.070629,42.946413,G,,,,1,,21,3,,4,,,,,
976,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J100809.11+425657.8</a>",152.037999,42.949410,*,23.419814,0.000078,SLS,1,,7,3,1,4,1,,,,
977,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J105207.15+453625.1</a>",163.030136,45.606964,G,,,,1,,33,4,,4,,,,,
978,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115355.56+510322.7</a>",178.481508,51.056452,G,,,,1,,33,4,,4,,,,,
979,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140645.19+471731.8</a>",211.688270,47.292224,G,,,,1,,33,4,,4,,,,,
980,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140648.63+471710.1</a>",211.702593,47.286104,*,160819.467000,0.536436,SUN,8,,23,7,6,4,,,,,
981,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J085712.10+391518.1</a>",134.300394,39.255043,*,295295.571130,0.985000,PUN,6,,23,4,1,4,,,,,
982,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J085708.45+391531.2</a>",134.285246,39.258691,G,,,,1,,21,3,,4,,,,,
983,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J124126.66+524757.7</a>",190.361099,52.799362,G,,,,1,,21,3,,4,,,,,
984,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J101822.29+495030.6</a>",154.592763,49.841754,G,,,,1,,33,4,,4,,,,,
985,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J151415.10+460703.4</a>",228.562958,46.117599,G,10975.401887,0.036610,IFO,5,,35,4,2,4,1,,,,
986,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J090102.15+452739.6</a>",135.258938,45.460988,G,,,,1,,41,6,,4,,,,,
987,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J140402.82+541106.7</a>",211.011786,54.185211,*,,,,1,,7,2,,4,,,,,
988,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J140345.45+541112.3</a>",210.939414,54.186773,G,,,,1,,17,2,,4,,,,,
989,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J140340.52+541118.8</a>",210.918856,54.188561,G,,,,1,,21,3,,4,,,,,
990,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J140404.33+541112.4</a>",211.018082,54.186780,G,,,,1,,17,2,,3,,,,,
991,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J154549.39+441539.1</a>",236.455894,44.260895,G,,,,1,,33,4,,4,1,,,,
992,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J140216.63+543006.7</a>",210.569328,54.501885,*,,,,1,,11,3,,4,,,,,
993,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J140218.69+542840.3</a>",210.577901,54.477881,G,,,,1,,17,2,,4,,,,,
994,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140223.77+542912.5</a>",210.599048,54.486682,G,,,,1,,29,3,,4,,,,,
995,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140216.53+542935.0</a>",210.568564,54.493025,G,,,,1,,39,4,,4,,,,,
996,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J140405.68+541458.0</a>",211.023674,54.249465,G,,,,1,,17,2,,4,,,,,
997,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J140408.30+541514.1</a>",211.034138,54.254335,*,,,,1,,19,3,,4,,,,,
998,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J140409.30+541526.9</a>",211.038769,54.257499,G,,,,1,,17,2,,4,,,,,
999,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J140410.32+541527.0</a>",211.043037,54.257517,G,,,,1,,17,2,,4,,,,,
1000,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J131210.49+594937.1</a>",198.043736,59.826975,*,,,,1,,11,3,,4,,,,,
