ObjID,GLXID,plate,MJD,fiberID,RA,DEC,z_gswl,chi2_sed,logM_stellar,e_logM_stellar,logSFR_sed,e_logSFR_sed,A_FUV,e_A_FUV,A_B,e_A_B,A_V,e_A_V,flag_sed,UV_survey,flag_uv,flag_midir,flag_mgs,group_id,ra,dec,z,group_L,stellar_mass,halo_mass1,halo_mass2,mean_separation_L,mean_separation_M,f_edge,ID1,ID2,Separation
1237658493887906025,6379078603903076167,1224,52765,602,175.24841,10.71776,0.0807,0.84,10.785,0.026,0.14,0.08,0.922,0.31,0.273,0.087,0.209,0.073,0,1,3,6,1,201820,175.24842377,10.71775596,0.0806919,10.1788,10.4768,12.2384,12.159,7.4046,6.998,1.0,-1,-1,0.05083229141972905
1237662619725988050,6371443560800063957,1577,53495,239,242.27302,27.89271,0.0319,1.11,10.789,0.017,-1.104,0.188,0.648,0.471,0.133,0.031,0.102,0.027,0,1,3,7,1,314727,242.27302822,27.8927114,0.0319094,10.1403,10.5219,12.1765,12.2186,7.0862,7.3011,0.985,1,1,0.02663534049966784
1237655498663133434,6378832286454909397,341,51690,425,200.67698,-2.422796,0.1211,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,3,2,1,149512,200.67699828,-2.42280963,0.1211107,10.5935,10.5527,12.9698,12.2627,12.7916,7.5341,1.0,1,-1,0.08204037066420593
1237658300062630189,6377847111151518926,991,52707,339,139.50353,5.893147,0.09,0.45,10.731,0.033,0.427,0.127,2.353,0.457,0.517,0.119,0.362,0.114,0,1,3,2,1,191563,139.50352344,5.89314658,0.0899868,10.0893,10.3996,12.0967,12.063,6.6967,6.5402,1.0,-1,-1,0.023539801253768616
1237665547826102481,6375665695114397115,2518,54243,623,238.14747,16.148058,0.114,0.3,11.031,0.024,0.431,0.097,1.155,0.234,0.336,0.095,0.257,0.086,0,1,3,7,1,392338,238.14750141,16.14804462,0.1140004,10.4271,10.6937,12.6608,12.4694,10.0785,8.747,1.0,1,-1,0.11881630849679209
1237655495982186725,6379219291999307620,915,52443,324,209.49814,-1.390831,0.0735,0.12,10.094,0.062,0.495,0.084,2.231,0.301,0.615,0.131,0.437,0.108,0,1,3,2,1,148669,209.498151,-1.39086432,0.0735111,9.8156,9.9298,11.7519,0.0,5.2659,0.0,1.0,1,0,0.12631594679549882
1237668624083255410,6378867503039251037,2512,53877,423,177.90582,17.336132,0.0672,0.94,10.729,0.017,-0.059,0.099,1.162,0.297,0.184,0.074,0.124,0.054,0,1,3,6,1,464648,177.90592622,17.33612259,0.0672365,10.1243,10.4429,12.1508,12.1151,6.9568,6.7847,0.995,1,1,0.3665896887893669
1237671932820324442,-99,1220,52723,443,165.34574,10.525834,0.0859,3.35,10.602,0.052,-0.354,0.678,4.428,1.477,0.59,0.19,0.367,0.116,0,1,0,7,1,222704,165.34575841,10.52582383,0.0858837,10.0401,10.4362,12.026,12.1069,6.3731,6.7454,1.0,-1,-1,0.07474196946247008
1237662307271967065,6387909854453829957,1390,53142,420,237.00287,30.051465,0.0892,0.6,10.039,0.044,0.053,0.066,1.039,0.207,0.224,0.081,0.155,0.064,0,1,3,1,1,305178,237.00286727,30.05144733,0.0891583,9.8112,9.7685,11.7473,0.0,5.2495,0.0,1.0,-1,0,0.06417829515396571
1237668297681469523,6378515666834557233,2762,54533,271,219.09088,16.550769,0.0752,0.06,10.407,0.031,0.011,0.088,1.282,0.313,0.29,0.084,0.209,0.076,0,1,3,2,1,451447,219.09089769,16.55075319,0.0751918,9.9224,10.0827,11.8723,11.7778,5.7249,5.3619,1.0,1,1,0.08346241841868768
1237663783130169480,6380239701066909786,395,51783,142,14.834558,-0.806921,0.1203,1.54,10.674,0.082,0.732,0.175,2.986,0.645,1.16,0.311,0.902,0.274,0,1,2,2,1,332551,14.83460254,-0.80687731,0.1203308,10.0127,10.326,11.9894,11.9793,6.2115,6.1679,1.0,-1,-1,0.22459598430820518
1237665550497349815,6378550777118459780,2114,53848,15,207.94946,26.618072,0.0646,0.1,10.148,0.049,0.155,0.079,1.078,0.165,0.457,0.115,0.362,0.103,0,1,3,2,1,394319,207.9494267,26.61807653,0.0645527,9.8569,9.8467,11.7955,0.0,5.4273,0.0,1.0,1,0,0.10840791202623268
1237658425170133086,-99,1619,53084,363,173.03202,8.548831,0.1237,0.34,11.188,0.054,-0.68,0.798,2.185,0.963,0.507,0.116,0.376,0.093,0,1,0,6,1,197819,173.03202901,8.54882919,0.1236564,10.4374,10.8665,12.6802,12.7426,10.2278,10.721,1.0,1,1,0.0327307762714682
1237661950249861313,6379078580280756742,1607,53083,470,173.94164,12.591126,0.0939,0.38,10.72,0.039,0.577,0.081,2.18,0.283,0.352,0.075,0.225,0.059,0,1,3,2,1,269445,173.94163919,12.59112076,0.0939398,10.2532,10.4525,12.3542,12.127,8.0446,6.8419,1.0,1,-1,0.019077460063714854
1237655473436623468,6371478782753115139,976,52413,89,257.21676,30.733036,0.0838,0.15,10.198,0.044,0.163,0.087,1.646,0.359,0.453,0.107,0.331,0.098,0,1,3,2,1,147313,257.21674741,30.73303136,0.0838298,9.7872,9.9095,11.7235,0.0,5.1648,0.0,1.0,-1,0,0.04238862922314812
1237668270831042665,6378585964711776313,2760,54506,1,217.30793,16.1723,0.1426,0.52,11.214,0.031,0.892,0.096,1.005,0.264,0.426,0.161,0.342,0.138,0,1,3,1,1,444238,217.30794209,16.17228105,0.1425918,10.615,10.781,13.0098,12.6027,13.2039,9.649,1.0,1,1,0.08000843514931182
1237662262699163804,6378797089197919794,1798,53851,227,198.79753,8.986892,0.0795,0.85,10.612,0.056,0.09,0.16,2.326,0.613,0.779,0.158,0.604,0.148,0,1,3,2,1,294034,198.79754345,8.98688161,0.0795188,9.9786,10.2859,11.9436,11.9369,6.0155,5.9876,1.0,1,1,0.060715297962589274
1237662263250583831,6382772893177086763,1819,54540,159,232.17953,6.43425,0.0992,0.69,10.477,0.03,-1.64,0.856,1.713,0.833,0.277,0.119,0.186,0.08,0,1,0,0,1,294820,232.17952849,6.43424407,0.0992358,9.9662,10.3882,11.9276,12.0497,5.9494,6.4787,1.0,-1,-1,0.022020810760136688
1237665330395742387,6379324873030763664,2110,53467,500,202.49217,31.438552,0.1362,1.93,10.945,0.037,-1.336,0.768,1.333,0.717,0.217,0.077,0.149,0.051,0,1,0,6,1,376776,202.49214975,31.43855871,0.136152,10.2952,10.688,12.4241,12.4604,8.4627,8.6889,0.915,1,-1,0.06672434657868875
1237660614513066082,6379078614638398254,1226,52734,319,175.68472,10.108803,0.1044,1.15,10.738,0.036,1.088,0.099,4.42,0.666,1.165,0.151,0.784,0.157,0,1,2,2,1,222298,175.68474425,10.1087757,0.1043713,10.1174,10.4304,12.1391,12.1,6.9007,6.7118,1.0,-1,-1,0.13055827538198794
1237664291542073541,6378761901604603728,1770,53171,486,192.20969,15.553894,0.1291,0.99,11.243,0.026,0.594,0.1,0.93,0.288,0.276,0.131,0.211,0.108,0,1,3,1,1,344589,192.20967358,15.5538857,0.129104,10.4741,10.7075,12.7493,12.4896,10.7744,8.877,1.0,1,1,0.06431020583651169
1237662198824173820,6382737803294281350,1724,53859,74,236.09666,7.683948,0.1544,0.92,11.003,0.065,0.587,0.153,2.582,0.839,0.701,0.146,0.519,0.135,0,1,2,2,1,282927,236.09663301,7.68394946,0.1543781,10.391,10.6948,12.5948,12.4715,9.5928,8.7602,1.0,-1,-1,0.09643487569952741
1237667781736464711,6377811927853175215,2424,54448,474,127.09973,11.551397,0.1699,0.65,11.093,0.037,0.615,0.127,1.625,0.364,0.55,0.114,0.428,0.108,0,1,3,1,1,432250,127.0997405,11.55139933,0.1699011,10.4993,10.7577,12.7959,12.565,11.1657,9.3839,1.0,-1,-1,0.03797240750702889
1237670451057721508,-99,2431,53818,473,133.24133,15.651359,0.0976,0.96,11.243,0.018,-1.144,0.608,0.657,0.425,0.128,0.032,0.095,0.024,0,1,0,6,1,420007,133.24135419,15.65134364,0.0976139,10.4724,10.8844,12.746,12.7723,10.7483,10.9677,1.0,1,1,0.10044557268785648
1237652601175867544,-99,640,52200,448,321.52767,-6.079452,0.1195,0.97,10.858,0.024,-0.618,0.841,2.466,0.796,0.495,0.14,0.348,0.1,0,1,0,0,1,96681,321.52765893,-6.07945118,0.1194581,10.1871,10.6442,12.253,12.3951,7.4815,8.2858,1.0,-1,-1,0.03973767158268859
1237667912738996287,6374856474957448701,2655,54184,571,180.58019,25.814195,0.1468,0.58,10.894,0.034,0.239,0.119,0.987,0.283,0.18,0.067,0.127,0.058,0,1,3,6,1,441304,180.58018025,25.81419798,0.1468092,10.2569,10.4376,12.3599,12.1085,8.0786,6.7531,1.0,1,-1,0.033368935291207893
1237661086957568117,6377776744554827135,1586,52945,156,126.8061,25.967254,0.076,3.18,10.577,0.033,0.154,0.089,1.423,0.333,0.448,0.143,0.341,0.124,0,1,3,2,1,236403,126.80607068,25.96724388,0.0759954,9.9557,10.1469,11.9147,11.8149,5.8957,5.5014,1.0,1,1,0.1016490559671653
1237661463844815371,6371443612339671128,1409,52824,271,247.77551,25.95541,0.0596,0.3,10.941,0.032,0.74,0.084,2.178,0.209,0.642,0.145,0.47,0.123,0,1,3,2,1,253771,247.77550513,25.95542155,0.0595753,10.418,10.6425,12.6437,12.3926,9.9492,8.2716,0.995,1,1,0.04446783691592852
1237656240627318987,6397048947859259518,740,52263,246,341.46292,12.698186,0.08,1.42,10.659,0.038,0.432,0.099,2.244,0.244,0.444,0.128,0.299,0.102,0,1,3,2,1,156023,341.46293967,12.69815762,0.0800425,10.1853,10.4708,12.2504,12.1517,7.467,6.9615,1.0,-1,-1,0.12333026141937997
1237652901846450289,6377143469880639803,463,51908,334,56.591444,-5.363341,0.1113,1.38,10.564,0.065,0.81,0.084,2.763,0.396,0.953,0.143,0.712,0.131,0,1,3,2,1,101335,56.5914436,-5.3633509,0.1112728,10.0664,10.2612,12.0634,11.9125,6.5421,5.8866,1.0,-1,-1,0.03566882508983287
1237665532791226609,6383476606388666943,2153,54212,593,227.64727,21.70163,0.0815,0.2,10.365,0.036,-1.411,0.912,1.626,0.766,0.267,0.126,0.182,0.088,0,1,0,0,1,390296,227.64727346,21.70163936,0.0814656,9.7558,10.149,11.6981,11.8165,5.0743,5.5074,1.0,-1,-1,0.03562805179911153
1237662640122298401,6371443585494028974,1575,53493,389,243.99388,26.02914,0.0511,0.91,10.769,0.023,-0.605,0.145,1.341,0.438,0.169,0.053,0.112,0.037,0,1,2,6,1,317473,243.99388019,26.02914998,0.0510658,10.1302,10.4909,12.1604,12.1771,7.0052,7.0888,1.0,1,1,0.03593325679276789
1237662306739224751,6371443603747635859,1575,53493,16,245.43144,24.466772,0.1122,0.46,10.624,0.055,0.482,0.103,2.633,0.576,0.703,0.152,0.506,0.137,0,1,2,2,1,304770,245.43140846,24.46679177,0.1122289,9.9679,10.2476,11.9295,11.8994,5.9572,5.8327,1.0,-1,-1,0.12548405071856963
1237654606389510357,-99,566,52238,529,137.24415,4.073348,0.1418,0.05,10.928,0.045,-0.722,0.765,1.845,0.811,0.324,0.097,0.227,0.07,0,1,0,1,1,122279,137.24413593,4.07334276,0.1417564,10.2675,10.6681,12.377,12.4294,8.1794,8.4956,1.0,1,-1,0.05393078994559216
1237667429552161193,-99,2278,53711,204,130.14175,16.111932,0.1547,5.31,11.246,0.047,-1.273,0.752,3.2,1.243,0.614,0.21,0.426,0.148,0,1,0,0,1,414735,130.1417281,16.11191706,0.1546863,10.318,10.9734,12.4628,12.9204,8.7043,12.3002,1.0,-1,-1,0.09289651553271394
1237667253992947987,6377776812200559172,2276,53712,521,128.83965,17.709537,0.1181,0.63,11.046,0.025,0.48,0.142,1.425,0.392,0.276,0.098,0.19,0.068,0,1,3,0,1,406727,128.83960808,17.70952256,0.1181343,10.2325,10.55,12.322,12.259,7.8616,7.5139,1.0,1,-1,0.15287051215503608
1237665428633223298,6379289730536705536,2123,53793,465,211.77799,27.198781,0.1566,2.01,11.246,0.031,0.896,0.114,2.255,0.393,0.496,0.159,0.345,0.128,0,1,3,2,1,383059,211.7780055,27.1987675,0.1565511,10.6051,10.9684,12.9915,12.9124,13.0134,12.2213,1.0,-1,-1,0.06946290269963373
1237662266993541294,6378691536079555496,1825,53504,208,212.2854,6.180225,0.0363,0.5,10.391,0.009,-2.535,0.548,0.881,0.333,0.145,0.024,0.098,0.018,0,1,2,6,1,297228,212.2853979,6.18024266,0.0362744,9.7986,10.1935,11.7345,11.8515,5.2038,5.6419,1.0,1,1,0.06401873922610786
1237648705119453283,-99,294,51986,348,195.89852,0.563283,0.1467,0.45,11.144,0.035,-0.69,0.822,1.93,0.843,0.306,0.131,0.207,0.089,0,1,0,0,1,54760,195.89850741,0.5633144,0.146708,10.5149,10.9951,12.8241,12.9567,11.4125,12.658,1.0,1,1,0.12178714226132643
1237668331490312387,-99,2748,54234,310,218.28652,14.327583,0.1241,1.38,11.036,0.038,-1.742,0.634,1.13,0.804,0.2,0.076,0.141,0.043,0,1,0,6,1,454574,218.2866456,14.32758201,0.124094,10.3136,10.7797,12.4556,12.6006,8.658,9.6337,1.0,1,1,0.43811083425765773
1237671262267441646,6377952630979696401,2419,54139,30,122.0684,8.969803,0.0914,0.73,10.635,0.05,1.388,0.073,3.934,0.278,1.049,0.123,0.698,0.09,0,1,3,2,1,467867,122.06840509,8.96980101,0.0914292,10.2982,10.4472,12.429,12.1202,8.4931,6.8096,1.0,1,-1,0.019466114598558674
1237661977084821714,6378937807358919096,1626,53472,527,186.70623,8.579386,0.0915,0.16,10.231,0.053,0.312,0.068,1.52,0.255,0.33,0.095,0.226,0.076,0,1,3,2,1,278814,186.70624995,8.57938868,0.0914627,9.9921,10.1007,11.9616,11.7874,6.0918,5.3974,1.0,-1,-1,0.07166871546402055
1237665226777952376,6379289685439547169,2122,54178,397,209.85786,29.927749,0.1045,1.64,10.216,0.028,0.196,0.053,1.415,0.279,0.178,0.046,0.109,0.03,0,1,3,1,1,373663,209.85781788,29.92774585,0.1045346,9.9512,10.0203,11.9084,11.7499,5.8696,5.2587,1.0,-1,-1,0.13190104104298267
1237662640120791216,6371443548986803444,1392,52822,572,240.87507,28.060882,0.0627,1.99,10.461,0.017,-1.071,0.434,1.244,0.49,0.156,0.037,0.102,0.025,0,1,2,6,1,317434,240.87504802,28.06088129,0.0626623,9.9455,10.2713,11.9015,11.9223,5.8411,5.9272,1.0,1,1,0.06987312987497318
1237665440439074899,6374856501800996731,2234,53823,290,186.99495,28.829132,0.0501,0.3,10.681,0.032,0.284,0.14,3.892,0.542,0.715,0.108,0.47,0.078,0,1,3,7,1,384683,186.99494446,28.82912778,0.0500819,10.1874,10.515,12.2536,12.2092,7.4846,7.2519,0.985,1,1,0.023153265478593973
1237667485919412380,-99,2437,53848,568,138.69392,17.784325,0.1161,1.81,10.785,0.025,-1.527,0.779,1.93,0.686,0.299,0.091,0.198,0.06,0,1,0,0,1,420191,138.69389617,17.78432252,0.1161173,10.1755,10.6907,12.2328,12.4644,7.3752,8.715,1.0,-1,-1,0.0821748854929327
1237667781752127611,-99,2484,54144,215,163.36461,20.210099,0.1027,1.05,10.873,0.022,-1.373,0.815,1.854,0.652,0.324,0.081,0.223,0.058,0,1,0,0,1,432652,163.36453675,20.21007552,0.102722,10.2024,10.6592,12.2779,12.4168,7.6166,8.4181,1.0,1,-1,0.2615027702723152
1237660584978088066,6382702521213781120,1234,52724,356,145.09148,8.49147,0.1077,0.53,10.609,0.04,0.273,0.119,1.507,0.398,0.428,0.152,0.321,0.133,0,1,3,1,1,221039,145.09149811,8.49147274,0.1077183,10.0706,10.2487,12.069,11.9004,6.568,5.8367,1.0,-1,-1,0.06523141951622118
1237662697033498873,6387909814725383217,1847,54176,310,229.78399,28.273855,0.0838,0.25,11.129,0.021,-0.001,0.176,1.614,0.716,0.23,0.06,0.156,0.043,0,1,2,6,1,322362,229.78399859,28.27385584,0.0837915,10.4923,10.8403,12.7829,12.6985,11.0564,10.3682,1.0,1,1,0.02740193981398069
1237661069779861666,-99,1739,53050,178,137.77945,10.364536,0.1217,0.35,10.808,0.035,-1.279,0.812,1.737,0.69,0.289,0.078,0.197,0.056,0,1,0,6,1,234419,137.77945726,10.36452647,0.1216888,10.2257,10.6228,12.3119,12.3631,7.8044,8.0971,1.0,1,-1,0.0428721272590817
1237667736125636784,6378621205992178978,2652,54508,382,200.22953,22.421674,0.1116,2.99,10.722,0.023,0.245,0.084,0.758,0.258,0.167,0.11,0.12,0.088,0,1,3,1,1,430319,200.2295372,22.42166618,0.1115563,10.0774,10.1687,12.0783,11.8313,6.6115,5.5642,1.0,-1,-1,0.036968100559186125
1237652936184627431,6380063773837756665,1177,52824,617,326.70919,-7.022398,0.0853,0.19,10.27,0.066,0.626,0.067,1.855,0.239,0.529,0.114,0.378,0.094,0,1,3,2,1,102701,326.70916998,-7.02240501,0.0852787,9.9437,10.0179,11.8992,11.749,5.832,5.2553,1.0,-1,-1,0.07585241744934577
1237668330950754434,6378585978668321334,2745,54231,296,211.9795,14.8347,0.1402,1.42,11.161,0.018,-1.527,0.62,0.7,0.461,0.144,0.037,0.106,0.029,0,1,0,1,1,454354,211.97952496,14.83468872,0.1401953,10.4533,10.9427,12.7105,12.8711,10.4638,11.8344,1.0,1,1,0.09588449999743921
1237665097385836811,6377706367220716088,2085,53379,110,133.78643,23.11175,0.1122,1.31,10.821,0.038,0.522,0.103,1.906,0.281,0.4,0.153,0.275,0.128,0,1,3,1,1,362817,133.78643339,23.11175062,0.1121565,10.2222,10.4384,12.3066,12.1095,7.7741,6.7576,1.0,1,-1,0.011444285023461669
1237667782313967829,-99,2778,54539,195,223.82463,17.486571,0.1408,0.19,11.024,0.029,-1.498,0.716,1.414,0.854,0.226,0.115,0.154,0.075,0,1,0,0,1,434552,223.82458164,17.48657408,0.1407784,10.2641,10.7676,12.3713,12.581,8.1459,9.4959,1.0,1,1,0.16642035852643258
1237667782285394026,-99,2373,53768,38,154.57724,19.390679,0.1314,1.55,11.106,0.019,-0.876,0.543,1.147,0.438,0.172,0.067,0.116,0.046,0,1,0,0,1,433801,154.57723212,19.39066999,0.1314319,10.5359,10.9402,12.8639,12.867,11.7676,11.796,1.0,1,1,0.04204915474471138
1237660671431082000,6381893319308348388,1601,53115,377,160.81415,12.282324,0.066,0.2,10.251,0.054,-0.024,0.184,3.377,0.945,0.69,0.136,0.473,0.122,0,1,2,2,1,226754,160.81415621,12.28230841,0.0659759,9.8048,10.1336,11.7405,11.8064,5.2253,5.4685,0.965,1,1,0.060225217346127694
1237667446199484550,6378621216729601842,2664,54524,122,201.17568,23.153239,0.0622,1.06,10.901,0.018,-1.56,0.636,1.117,0.541,0.205,0.044,0.145,0.035,0,1,2,6,1,418416,201.17574812,23.1532321,0.0622419,10.3236,10.7404,12.4726,12.5382,8.7675,9.2001,0.845,1,1,0.22684429432237335
1237665550503903327,-99,2148,54526,378,223.81851,22.986887,0.1066,0.84,10.942,0.058,-1.326,0.791,1.702,1.243,0.338,0.105,0.249,0.072,0,1,0,6,1,394571,223.81855075,22.98689183,0.106553,10.2301,10.6367,12.3185,12.3842,7.8417,8.2216,1.0,1,-1,0.13616593675500863
1237658423551459358,6381928483281436974,998,52750,315,154.53575,6.431344,0.0284,3.86,10.627,0.01,-2.359,0.483,0.579,0.344,0.114,0.027,0.082,0.019,0,1,3,1,1,195682,154.53572785,6.43134857,0.0283811,9.9317,10.3659,11.8841,12.0237,5.7719,6.3625,0.93,1,1,0.08092809982230914
1237662236403957860,-99,1808,54176,604,211.0167,7.965425,0.157,0.68,11.248,0.032,-0.872,0.873,1.77,0.824,0.281,0.119,0.188,0.08,0,1,0,0,1,289983,211.01674806,7.96540849,0.1569739,10.7161,11.1287,13.1864,13.1677,15.2488,15.013,0.875,-1,-1,0.18136244816033673
1237668297135096024,6378621199549730710,2617,54502,227,196.39275,18.992414,0.1275,0.2,10.615,0.056,0.845,0.082,2.115,0.268,0.578,0.138,0.412,0.114,0,1,3,2,1,450647,196.39271518,18.99240669,0.1275497,10.2866,10.4556,12.4093,12.1313,8.3718,6.8631,1.0,1,-1,0.12141429222228257
1237668624631201906,6378656356004532769,2607,54184,385,204.38655,16.846549,0.0906,0.28,10.518,0.033,0.042,0.121,1.462,0.318,0.508,0.106,0.399,0.102,0,1,3,7,1,465208,204.38657753,16.84655196,0.0906113,9.896,10.1314,11.8401,11.8051,5.5981,5.4635,1.0,-1,-1,0.09545138833757562
1237661063878672670,6382667403413685002,1235,52734,389,148.07032,9.012804,0.1124,0.51,10.515,0.051,0.482,0.084,1.477,0.345,0.425,0.127,0.313,0.114,0,1,2,2,1,230303,148.07033274,9.01277193,0.112403,10.041,10.1332,12.0272,11.8061,6.3781,5.4675,1.0,-1,-1,0.12402035779503359
1237658299534016618,6381928466101567643,999,52636,520,158.39945,6.821518,0.0853,0.2,10.867,0.035,0.649,0.098,1.617,0.238,0.788,0.141,0.651,0.129,0,1,3,2,1,191251,158.39943688,6.82151191,0.085256,10.3222,10.5174,12.4702,12.2121,8.752,7.2674,1.0,1,-1,0.05176920660528231
1237662531134095488,-99,1774,53759,322,200.69838,15.397248,0.1653,1.32,11.365,0.019,-0.278,0.311,1.189,0.412,0.155,0.063,0.104,0.042,0,1,0,0,1,313987,200.69838804,15.39723743,0.1652638,10.7696,11.2096,13.2755,13.2861,16.4473,16.596,1.0,-1,-1,0.04718741302407879
1237662337333002576,6371443611265925683,1409,52824,503,248.69557,26.383563,0.1035,0.34,10.95,0.038,0.421,0.147,2.242,0.464,0.639,0.134,0.479,0.124,0,1,3,7,1,307185,248.6955501,26.38358646,0.1035172,10.3664,10.6509,12.5499,12.4046,9.2783,8.343,1.0,1,-1,0.10607365970286553
1237660613438537804,6379078606048463556,1224,52765,217,174.01205,9.19471,0.1162,0.52,11.135,0.023,-0.962,0.852,1.733,0.71,0.292,0.101,0.2,0.071,0,1,0,0,1,221782,174.01204598,9.19468515,0.1162487,10.5029,10.9142,12.8024,12.8232,11.2214,11.4038,1.0,1,1,0.09059350320486255
1237667253477310554,6374856459925062531,2228,53818,310,180.63502,29.476671,0.072,0.32,10.417,0.038,0.414,0.062,1.075,0.192,0.435,0.107,0.344,0.096,0,1,3,2,1,406464,180.63503522,29.47666178,0.0719553,10.0705,10.0894,12.0688,11.7812,6.5672,5.3746,0.94,1,1,0.05811155164425214
1237671261205758128,6382667355093208008,2584,54153,154,149.66366,14.289811,0.1121,0.76,11.211,0.04,-0.818,0.829,1.741,0.696,0.424,0.083,0.316,0.068,0,1,0,6,1,472451,149.66384099,14.28979876,0.1120631,10.4927,10.9062,12.7837,12.8101,11.0631,11.2892,1.0,1,1,0.6329400786829098
1237664289386201236,6379078558804874768,1754,53385,210,172.415,13.715804,0.1381,0.43,11.035,0.043,-1.3,0.699,1.308,0.874,0.228,0.083,0.162,0.049,0,1,0,6,1,342712,172.41498301,13.71579506,0.1381309,10.3466,10.7979,12.5134,12.6296,9.0341,9.8457,1.0,1,1,0.06757607915738828
1237658630770720851,-99,1694,53472,415,190.98485,13.089669,0.1566,2.67,11.276,0.021,-1.508,0.608,2.501,0.61,0.395,0.083,0.263,0.057,0,1,0,0,1,270636,190.98484579,13.08966261,0.1565573,10.6181,11.3303,13.0151,13.4565,13.2598,19.2871,1.0,-1,1,0.027333249650866514
1237661463844160015,6371443601602251468,1408,52822,290,246.43235,26.858067,0.0738,0.22,10.525,0.03,0.121,0.102,1.522,0.315,0.376,0.1,0.274,0.091,0,1,3,2,1,253749,246.4323669,26.8580571,0.0738306,10.0446,10.2798,12.0318,11.9309,6.3988,5.963,1.0,1,1,0.06493236977838455
1237662302450614297,-99,1691,53260,440,252.12551,27.211113,0.0644,0.77,10.949,0.028,-1.406,0.641,0.857,0.584,0.14,0.058,0.099,0.035,0,1,0,6,1,301569,252.12548329,27.21109946,0.0643584,10.2538,10.6743,12.3551,12.4387,8.0503,8.5529,1.0,1,1,0.0984309698965489
1237668348680143059,-99,2754,54240,314,231.70617,11.443218,0.0751,0.65,10.791,0.027,-0.843,0.748,0.586,0.281,0.114,0.041,0.084,0.033,0,1,0,6,1,456958,231.70615961,11.44320597,0.0751019,10.2651,10.6442,12.373,12.3951,8.1555,8.2858,0.81,1,1,0.05674128496932838
1237658493349855412,-99,1223,52781,509,172.51404,10.260254,0.0836,0.12,10.471,0.04,-1.092,0.855,1.791,0.742,0.296,0.135,0.202,0.096,0,1,0,0,1,201059,172.51408553,10.26027502,0.0835622,9.871,10.2752,11.8111,11.9262,5.4868,5.9434,1.0,-1,-1,0.17815644954135187
1237667211046748326,-99,2286,53700,386,136.30662,20.538635,0.1338,1.07,10.844,0.045,-0.854,0.799,2.023,0.962,0.351,0.107,0.244,0.08,0,1,0,1,1,403015,136.30660872,20.53862768,0.1338403,10.1504,10.5417,12.193,12.2476,7.1689,7.4526,1.0,-1,-1,0.04626515358334587
1237652936182661439,6380063718003180305,640,52200,620,322.16447,-6.511148,0.0275,0.39,10.598,0.023,0.124,0.083,1.37,0.189,0.513,0.092,0.403,0.082,0,1,3,7,1,102654,322.16445875,-6.51114791,0.0274818,9.9726,10.1505,11.9358,11.8176,5.9833,5.5116,0.99,1,1,0.04024007160497454
1237662239086280817,6378656418281558416,1804,53886,551,206.45091,10.376338,0.0971,0.45,10.152,0.052,0.17,0.077,1.472,0.26,0.282,0.102,0.189,0.079,0,1,3,1,1,292864,206.4509352,10.37633481,0.0971048,9.8452,9.8869,11.7823,0.0,5.3786,0.0,1.0,-1,0,0.08997227461725246
1237667210528620681,-99,2228,53818,52,182.97263,29.316665,0.135,1.62,11.503,0.036,-0.912,0.709,1.121,0.787,0.234,0.07,0.174,0.045,0,1,0,1,1,402728,182.97263871,29.31666537,0.1350012,10.809,11.2509,13.3371,13.3456,17.3462,17.4737,0.985,1,1,0.02737256768528836
1237661972269760645,6378691528565460792,1808,54176,383,209.11322,7.301985,0.0849,1.24,10.26,0.027,0.089,0.039,0.958,0.207,0.137,0.036,0.087,0.026,0,1,3,1,1,277284,209.11323927,7.3019633,0.084914,10.0094,9.9615,11.985,0.0,6.1925,0.0,1.0,-1,0,0.10410315840682352
1237655691400380565,6379219309179177483,917,52400,97,215.27847,-2.877442,0.1413,1.02,11.095,0.068,1.332,0.086,2.828,0.364,0.956,0.217,0.714,0.199,0,1,2,2,1,152331,215.27846338,-2.87743187,0.141341,10.5285,10.7385,12.8503,12.5353,11.6423,9.1803,1.0,1,1,0.04354822586473448
